date,away_team,away_pt,home_team,home_pt,home_spread,home_total,home_ml,away_spread,away_total,away_ml
Mon Jan 8 2024,Chicago Bulls,119,Charlotte Hornets,112,+7 (-114),o215.5 (-108),+220,-7 (-106),u215.5 (-112),-270
Mon Jan 8 2024,Boston Celtics,131,Indiana Pacers,133,+3.5 (-112),o246.5 (-110),+130,-3.5 (-108),u246.5 (-110),-154
Mon Jan 8 2024,Oklahoma City Thunder,136,Washington Wizards,128,+11 (-106),o245 (-108),+460,-11 (-114),u245 (-112),-620
Mon Jan 8 2024,Houston Rockets,113,Miami Heat,120,-4 (-114),o218.5 (-112),-180,+4 (-106),u218.5 (-108),+152
Mon Jan 8 2024,Utah Jazz,132,Milwaukee Bucks,116,-8 (-112),o242.5 (-110),-360,+8 (-108),u242.5 (-110),+290
Mon Jan 8 2024,Phoenix Suns,111,Los Angeles Clippers,138,-5 (-112),o235 (-110),-198,+5 (-108),u235 (-110),+166
Tue Jan 9 2024,Sacramento Kings,131,Detroit Pistons,110,+11 (-110),o241.5 (-108),+440,-11 (-110),u241.5 (-112),-590
Tue Jan 9 2024,Minnesota Timberwolves,113,Orlando Magic,92,+5.5 (-110),o217.5 (-110),+184,-5.5 (-110),u217.5 (-110),-220
Tue Jan 9 2024,Portland Trail Blazers,84,New York Knicks,112,-13 (-110),o229 (-112),-750,+13 (-110),u229 (-108),+530
Tue Jan 9 2024,Memphis Grizzlies,120,Dallas Mavericks,103,-9.5 (-112),o236.5 (-112),-490,+9.5 (-108),u236.5 (-108),+380
Tue Jan 9 2024,Toronto Raptors,131,Los Angeles Lakers,132,-4.5 (-114),o238 (-108),-194,+4.5 (-106),u238 (-112),+162
Wed Jan 10 2024,Minnesota Timberwolves,120,Boston Celtics,127,-10.5 (-112),o228 (-110),-550,+10.5 (-108),u228 (-110),+410
Wed Jan 10 2024,Sacramento Kings,123,Charlotte Hornets,98,+9 (-112),o230 (-110),+275,-9 (-108),u230 (-110),-335
Wed Jan 10 2024,San Antonio Spurs,130,Detroit Pistons,108,+3 (-110),o238 (-110),+126,-3 (-110),u238 (-110),-148
Wed Jan 10 2024,Washington Wizards,104,Indiana Pacers,112,-8 (-114),o251.5 (-112),-310,+8 (-106),u251.5 (-108),+250
Wed Jan 10 2024,Philadelphia 76ers,132,Atlanta Hawks,139,-1 (-112),o246.5 (-110),-112,+1 (-108),u246.5 (-110),-104
Wed Jan 10 2024,Oklahoma City Thunder,128,Miami Heat,120,+4.5 (-110),o232.5 (-110),+158,-4.5 (-110),u232.5 (-110),-188
Wed Jan 10 2024,Houston Rockets,119,Chicago Bulls,124,-4 (-110),o216.5 (-110),-172,+4 (-110),u216.5 (-110),+144
Wed Jan 10 2024,New Orleans Pelicans,141,Golden State Warriors,105,+2.5 (-110),o234.5 (-110),+120,-2.5 (-110),u234.5 (-110),-142
Wed Jan 10 2024,Denver Nuggets,111,Utah Jazz,124,+6.5 (-108),o238.5 (-110),+220,-6.5 (-114),u238.5 (-110),-270
Wed Jan 10 2024,Toronto Raptors,120,Los Angeles Clippers,126,-11.5 (-112),o233.5 (-110),-620,+11.5 (-108),u233.5 (-110),+460
Thu Jan 11 2024,Brooklyn Nets,102,Cleveland Cavaliers,111,-3 (-112),o221.5 (-110),-164,+3 (-108),u221.5 (-110),+138
Thu Jan 11 2024,Boston Celtics,102,Milwaukee Bucks,135,-2.5 (-106),o247.5 (-110),-126,+2.5 (-114),u247.5 (-110),+108
Thu Jan 11 2024,Portland Trail Blazers,77,Oklahoma City Thunder,139,-13.5 (-112),o237 (-108),-950,+13.5 (-108),u237 (-112),+640
Thu Jan 11 2024,New York Knicks,124,Dallas Mavericks,128,+5 (-110),o234.5 (-110),+172,-5 (-110),u234.5 (-110),-205
Thu Jan 11 2024,Phoenix Suns,127,Los Angeles Lakers,109,+1 (-112),o238.5 (-112),-104,-1 (-108),u238.5 (-108),-112
Fri Jan 12 2024,Indiana Pacers,126,Atlanta Hawks,108,-6 (-110),o249.5 (-110),-220,+6 (-110),u249.5 (-110),+184
Fri Jan 12 2024,Houston Rockets,112,Detroit Pistons,110,+9 (-114),o225 (-108),+315,-9 (-106),u225 (-112),-400
Fri Jan 12 2024,Sacramento Kings,93,Philadelphia 76ers,112,+1 (-110),o242.5 (-110),-104,-1 (-110),u242.5 (-110),-112
Fri Jan 12 2024,Golden State Warriors,140,Chicago Bulls,131,-3 (-108),o228 (-110),-144,+3 (-112),u228 (-110),+122
Fri Jan 12 2024,Los Angeles Clippers,128,Memphis Grizzlies,119,+8.5 (-106),o224.5 (-112),+290,-8.5 (-114),u224.5 (-108),-360
Fri Jan 12 2024,Orlando Magic,96,Miami Heat,99,-1.5 (-112),o219.5 (-112),-124,+1.5 (-108),u219.5 (-108),+106
Fri Jan 12 2024,Portland Trail Blazers,93,Minnesota Timberwolves,116,-16 (-108),o220 (-110),-1400,+16 (-112),u220 (-110),+830
Fri Jan 12 2024,Charlotte Hornets,99,San Antonio Spurs,135,-3 (-106),o236.5 (-112),-142,+3 (-114),u236.5 (-108),+120
Fri Jan 12 2024,Toronto Raptors,113,Utah Jazz,145,-1 (-112),o242.5 (-110),-118,+1 (-108),u242.5 (-110),-100
Fri Jan 12 2024,New Orleans Pelicans,113,Denver Nuggets,125,-5.5 (-112),o230 (-110),-225,+5.5 (-108),u230 (-110),+190
Sat Jan 13 2024,Houston Rockets,113,Boston Celtics,145,-15 (-108),o226.5 (-110),-1100,+15 (-112),u226.5 (-110),+700
Sat Jan 13 2024,Washington Wizards,127,Atlanta Hawks,99,-8 (-110),o248.5 (-108),-330,+8 (-110),u248.5 (-112),+265
Sat Jan 13 2024,New York Knicks,106,Memphis Grizzlies,94,+11 (-112),o219.5 (-110),+420,-11 (-108),u219.5 (-110),-560
Sat Jan 13 2024,Golden State Warriors,118,Milwaukee Bucks,129,-14 (-108),o241.5 (-110),-1000,+14 (-112),u241.5 (-110),+660
Sat Jan 13 2024,Orlando Magic,100,Oklahoma City Thunder,112,-11.5 (-110),o232 (-112),-590,+11.5 (-110),u232 (-108),+440
Sat Jan 13 2024,New Orleans Pelicans,118,Dallas Mavericks,108,-6 (-110),o227.5 (-110),-225,+6 (-110),u227.5 (-110),+188
Sat Jan 13 2024,Chicago Bulls,122,San Antonio Spurs,116,+7 (-112),o229.5 (-110),+215,-7 (-108),u229.5 (-110),-260
Sat Jan 13 2024,Los Angeles Lakers,125,Utah Jazz,132,-2.5 (-110),o237.5 (-110),-142,+2.5 (-110),u237.5 (-110),+120
Sun Jan 14 2024,Indiana Pacers,109,Denver Nuggets,117,-10.5 (-108),o239.5 (-110),-560,+10.5 (-112),u239.5 (-110),+420
Sun Jan 14 2024,Charlotte Hornets,87,Miami Heat,104,-8.5 (-110),o225.5 (-110),-360,+8.5 (-110),u225.5 (-110),+290
Sun Jan 14 2024,Sacramento Kings,142,Milwaukee Bucks,143,-4 (-110),o246.5 (-110),-178,+4 (-110),u246.5 (-110),+150
Sun Jan 14 2024,Los Angeles Clippers,105,Minnesota Timberwolves,109,-1 (-110),o224 (-108),-110,+1 (-110),u224 (-112),-106
Sun Jan 14 2024,Phoenix Suns,127,Portland Trail Blazers,116,+14.5 (-114),o234 (-110),+640,-14.5 (-108),u234 (-110),-950
Mon Jan 15 2024,Houston Rockets,115,Philadelphia 76ers,124,-8.5 (-110),o229.5 (-112),-370,+8.5 (-110),u229.5 (-108),+295
Mon Jan 15 2024,New Orleans Pelicans,120,Dallas Mavericks,125,+4.5 (-106),o236 (-108),+160,-4.5 (-114),u236 (-112),-190
Mon Jan 15 2024,Orlando Magic,98,New York Knicks,94,-5.5 (-114),o217 (-110),-215,+5.5 (-106),u217 (-110),+180
Mon Jan 15 2024,Detroit Pistons,129,Washington Wizards,117,-6 (-110),o239 (-110),-240,+6 (-110),u239 (-110),+198
Mon Jan 15 2024,San Antonio Spurs,99,Atlanta Hawks,109,-8.5 (-110),o246 (-108),-340,+8.5 (-110),u246 (-112),+275
Mon Jan 15 2024,Golden State Warriors,107,Memphis Grizzlies,116,+7.5 (-112),o226.5 (-110),+240,-7.5 (-110),u226.5 (-110),-295
Mon Jan 15 2024,Chicago Bulls,91,Cleveland Cavaliers,109,-4.5 (-110),o222.5 (-110),-176,+4.5 (-110),u222.5 (-110),+148
Mon Jan 15 2024,Miami Heat,96,Brooklyn Nets,95,+1 (-112),o221 (-112),-104,-1 (-108),u221 (-108),-112
Mon Jan 15 2024,Boston Celtics,105,Toronto Raptors,96,+6.5 (-106),o238.5 (-110),+215,-6.5 (-114),u238.5 (-110),-260
Mon Jan 15 2024,Indiana Pacers,105,Utah Jazz,132,-7.5 (-110),o247.5 (-118),-330,+7.5 (-118),u247.5 (-110),+240
Mon Jan 15 2024,Oklahoma City Thunder,105,Los Angeles Lakers,112,+3 (-110),o241.5 (-110),+126,-3 (-110),u241.5 (-110),-148
Tue Jan 16 2024,Denver Nuggets,121,Philadelphia 76ers,126,-1.5 (-112),o232.5 (-110),-124,+1.5 (-108),u232.5 (-110),+106
Tue Jan 16 2024,Sacramento Kings,117,Phoenix Suns,119,-4.5 (-110),o245 (-110),-180,+4.5 (-110),u245 (-110),+152
Tue Jan 16 2024,Oklahoma City Thunder,117,Los Angeles Clippers,128,-6 (-106),o240 (-110),-230,+6 (-114),u240 (-110),+190
Wed Jan 17 2024,Minnesota Timberwolves,124,Detroit Pistons,117,+12.5 (-110),o223.5 (-110),+530,-12.5 (-110),u223.5 (-110),-750
Wed Jan 17 2024,Orlando Magic,104,Atlanta Hawks,106,-4.5 (-108),o228.5 (-110),-186,+4.5 (-112),u228.5 (-110),+156
Wed Jan 17 2024,San Antonio Spurs,98,Boston Celtics,117,-14.5 (-112),o237 (-110),-1200,+14.5 (-108),u237 (-110),+750
Wed Jan 17 2024,Milwaukee Bucks,95,Cleveland Cavaliers,135,-2 (-104),o236.5 (-110),-126,+2 (-118),u236.5 (-110),+108
Wed Jan 17 2024,Houston Rockets,94,New York Knicks,109,-7.5 (-108),o223.5 (-110),-295,+7.5 (-112),u223.5 (-110),+240
Wed Jan 17 2024,Miami Heat,97,Toronto Raptors,121,+3 (-112),o226 (-108),+130,-3 (-108),u226 (-112),-154
Wed Jan 17 2024,Charlotte Hornets,112,New Orleans Pelicans,132,-12 (-108),o229.5 (-112),-720,+12 (-112),u229.5 (-108),+520
Wed Jan 17 2024,Dallas Mavericks,110,Los Angeles Lakers,127,-3 (-112),o245 (-110),-154,+3 (-108),u245 (-110),+130
Wed Jan 17 2024,Brooklyn Nets,103,Portland Trail Blazers,105,+5 (-110),o221.5 (-110),+172,-5 (-110),u221.5 (-110),-205
Thu Jan 18 2024,Washington Wizards,109,New York Knicks,113,-12 (-108),o233 (-110),-670,+12 (-112),u233 (-110),+490
Thu Jan 18 2024,Chicago Bulls,116,Toronto Raptors,110,+2 (-112),o228 (-112),+112,-2 (-108),u228 (-108),-132
Thu Jan 18 2024,Oklahoma City Thunder,134,Utah Jazz,129,+3 (-108),o246 (-110),+126,-3 (-112),u246 (-110),-148
Thu Jan 18 2024,Memphis Grizzlies,103,Minnesota Timberwolves,118,-12.5 (-110),o214 (-110),-720,+12.5 (-110),u214 (-110),+520
Thu Jan 18 2024,Indiana Pacers,126,Sacramento Kings,121,-8.5 (-110),o244.5 (-110),-360,+8.5 (-110),u244.5 (-110),+290
Fri Jan 19 2024,San Antonio Spurs,120,Charlotte Hornets,124,-5 (-110),o236 (-110),-196,+5 (-110),u236 (-110),+164
Fri Jan 19 2024,Philadelphia 76ers,124,Orlando Magic,109,+5 (-106),o222.5 (-110),+176,-5 (-114),u222.5 (-110),-210
Fri Jan 19 2024,Denver Nuggets,102,Boston Celtics,100,-7 (-110),o234 (-112),-270,+7 (-110),u234 (-108),+220
Fri Jan 19 2024,Atlanta Hawks,109,Miami Heat,108,-7 (-110),o222 (-108),-295,+7 (-110),u222 (-112),+240
Fri Jan 19 2024,Phoenix Suns,123,New Orleans Pelicans,109,-2.5 (-110),o237 (-112),-142,+2.5 (-110),u237 (-108),+120
Fri Jan 19 2024,Indiana Pacers,115,Portland Trail Blazers,118,+8.5 (-114),o237.5 (-110),+275,-8.5 (-106),u237.5 (-110),-340
Fri Jan 19 2024,Brooklyn Nets,130,Los Angeles Lakers,112,-7 (-112),o226.5 (-110),-295,+7 (-108),u226.5 (-110),+240
Sat Jan 20 2024,Milwaukee Bucks,141,Detroit Pistons,135,+13 (-106),o245.5 (-112),+660,-13 (-114),u245.5 (-108),-1000
Sat Jan 20 2024,Philadelphia 76ers,97,Charlotte Hornets,89,+12 (-108),o227 (-110),+480,-12 (-112),u227 (-110),-650
Sat Jan 20 2024,San Antonio Spurs,131,Washington Wizards,127,-2 (-112),o241.5 (-112),-134,+2 (-108),u241.5 (-108),+114
Sat Jan 20 2024,Cleveland Cavaliers,116,Atlanta Hawks,95,+2 (-110),o231.5 (-110),+108,-2 (-110),u231.5 (-110),-126
Sat Jan 20 2024,Toronto Raptors,100,New York Knicks,126,-7.5 (-110),o229.5 (-110),-295,+7.5 (-110),u229.5 (-110),+240
Sat Jan 20 2024,Memphis Grizzlies,96,Chicago Bulls,125,-7.5 (-112),o215 (-112),-295,+7.5 (-108),u215 (-108),+240
Sat Jan 20 2024,Utah Jazz,126,Houston Rockets,127,-2 (-110),o235 (-108),-130,+2 (-110),u235 (-112),+110
Sat Jan 20 2024,Oklahoma City Thunder,102,Minnesota Timberwolves,97,-3 (-112),o229.5 (-110),-152,+3 (-108),u229.5 (-110),+128
Sun Jan 21 2024,Brooklyn Nets,114,Los Angeles Clippers,125,-10.5 (-106),o227.5 (-110),-500,+10.5 (-114),u227.5 (-110),+385
Sun Jan 21 2024,Miami Heat,87,Orlando Magic,105,-1 (-110),o214 (-110),-116,+1 (-110),u214 (-110),-102
Sun Jan 21 2024,Denver Nuggets,113,Washington Wizards,104,+12.5 (-110),o237 (-112),+520,-12.5 (-110),u237 (-108),-720
Sun Jan 21 2024,Boston Celtics,116,Houston Rockets,107,+11.5 (-110),o226.5 (-110),+460,-11.5 (-110),u226.5 (-110),-620
Sun Jan 21 2024,Indiana Pacers,110,Phoenix Suns,117,-7 (-110),o245 (-110),-270,+7 (-110),u245 (-110),+220
Sun Jan 21 2024,Portland Trail Blazers,110,Los Angeles Lakers,134,-11.5 (-110),o229.5 (-112),-590,+11.5 (-110),u229.5 (-108),+430
Mon Jan 22 2024,Milwaukee Bucks,122,Detroit Pistons,113,+12 (-110),o247.5 (-112),+500,-12 (-110),u247.5 (-108),-700
Mon Jan 22 2024,Cleveland Cavaliers,126,Orlando Magic,99,+2.5 (-108),o215.5 (-106),+120,-2.5 (-112),u215.5 (-114),-142
Mon Jan 22 2024,San Antonio Spurs,123,Philadelphia 76ers,133,-13.5 (-110),o237.5 (-112),-900,+13.5 (-110),u237.5 (-108),+610
Mon Jan 22 2024,Memphis Grizzlies,108,Toronto Raptors,100,-7 (-108),o225.5 (-110),-260,+7 (-110),u225.5 (-110),+215
Mon Jan 22 2024,Charlotte Hornets,128,Minnesota Timberwolves,125,-14 (-108),o221.5 (-110),-950,+14 (-112),u221.5 (-110),+640
Mon Jan 22 2024,Boston Celtics,119,Dallas Mavericks,110,+2.5 (-108),o241 (-110),+122,-2.5 (-112),u241 (-110),-144
Mon Jan 22 2024,Chicago Bulls,113,Phoenix Suns,115,-5 (-114),o228.5 (-108),-215,+5 (-106),u228.5 (-112),+180
Mon Jan 22 2024,Atlanta Hawks,107,Sacramento Kings,122,-8.5 (-110),o237.5 (-110),-360,+8.5 (-110),u237.5 (-110),+290
Tue Jan 23 2024,Denver Nuggets,114,Indiana Pacers,109,+5 (-110),o237 (-112),+166,-5 (-110),u237 (-108),-198
Tue Jan 23 2024,New York Knicks,108,Brooklyn Nets,103,+3.5 (-108),o223.5 (-108),+134,-3.5 (-112),u223.5 (-112),-158
Tue Jan 23 2024,Utah Jazz,124,New Orleans Pelicans,153,-6.5 (-112),o240 (-112),-270,+6.5 (-108),u240 (-108),+220
Tue Jan 23 2024,Portland Trail Blazers,109,Oklahoma City Thunder,111,-13.5 (-112),o232 (-110),-900,+13.5 (-108),u232 (-110),+610
Tue Jan 23 2024,Los Angeles Lakers,116,Los Angeles Clippers,127,-9.5 (-114),o235.5 (-112),-405,+9.5 (-106),u235.5 (-108),+320
Wed Jan 24 2024,Charlotte Hornets,106,Detroit Pistons,113,-2.5 (-110),o230 (-112),-144,+2.5 (-110),u230 (-108),+122
Wed Jan 24 2024,Minnesota Timberwolves,118,Washington Wizards,107,+10.5 (-108),o229.5 (-110),+400,-10.5 (-112),u229.5 (-110),-520
Wed Jan 24 2024,Memphis Grizzlies,105,Miami Heat,96,-11.5 (-110),o215 (-110),-620,+11.5 (-110),u215 (-110),+460
Wed Jan 24 2024,Portland Trail Blazers,137,Houston Rockets,131,-10 (-110),o220 (-108),-430,+10 (-110),u220 (-112),+340
Wed Jan 24 2024,Cleveland Cavaliers,116,Milwaukee Bucks,126,-6.5 (-112),o238 (-108),-260,+6.5 (-108),u238 (-112),+215
Wed Jan 24 2024,Phoenix Suns,132,Dallas Mavericks,109,+2 (-106),o241.5 (-110),+116,-2 (-114),u241.5 (-110),-136
Wed Jan 24 2024,Oklahoma City Thunder,140,San Antonio Spurs,114,+9 (-112),o241 (-112),+315,-9 (-108),u241 (-108),-400
Wed Jan 24 2024,Atlanta Hawks,112,Golden State Warriors,134,-6.5 (-114),o235 (-110),-260,+6.5 (-106),u235 (-110),+215
Thu Jan 25 2024,Philadelphia 76ers,122,Indiana Pacers,134,+4 (-110),o240.5 (-110),+144,-4 (-110),u240.5 (-110),-172
Thu Jan 25 2024,Utah Jazz,123,Washington Wizards,108,+7 (-108),o247.5 (-110),+220,-7 (-112),u247.5 (-110),-270
Thu Jan 25 2024,Minnesota Timberwolves,96,Brooklyn Nets,94,+4 (-110),o218 (-112),+140,-4 (-110),u218 (-108),-166
Thu Jan 25 2024,Boston Celtics,143,Miami Heat,110,+8.5 (-110),o224.5 (-110),+270,-8.5 (-110),u224.5 (-110),-335
Thu Jan 25 2024,Denver Nuggets,84,New York Knicks,122,+2.5 (-110),o222.5 (-112),+118,-2.5 (-110),u222.5 (-108),-138
Thu Jan 25 2024,Sacramento Kings,134,Golden State Warriors,133,+1 (-112),o244 (-110),-104,-1 (-108),u244 (-110),-112
Thu Jan 25 2024,Chicago Bulls,132,Los Angeles Lakers,141,-6 (-106),o229.5 (-110),-250,+6 (-114),u229.5 (-110),+205
Fri Jan 26 2024,Dallas Mavericks,148,Atlanta Hawks,143,-2 (-114),o246 (-112),-136,+2 (-106),u246 (-108),+116
Fri Jan 26 2024,Houston Rockets,138,Charlotte Hornets,104,+5 (-112),o223.5 (-108),+166,-5 (-108),u223.5 (-112),-198
Fri Jan 26 2024,Phoenix Suns,131,Indiana Pacers,133,+5 (-112),o244 (-110),+166,-5 (-108),u244 (-110),-198
Fri Jan 26 2024,Los Angeles Clippers,127,Toronto Raptors,107,+8 (-108),o236.5 (-108),+265,-8 (-112),u236.5 (-112),-330
Fri Jan 26 2024,Orlando Magic,106,Memphis Grizzlies,107,+6 (-110),o212 (-108),+190,-6 (-110),u212 (-112),-230
Fri Jan 26 2024,Cleveland Cavaliers,112,Milwaukee Bucks,100,-5 (-114),o237.5 (-110),-210,+5 (-106),u237.5 (-110),+176
Fri Jan 26 2024,Oklahoma City Thunder,107,New Orleans Pelicans,83,+1.5 (-114),o238 (-112),+102,-1.5 (-114),u238 (-118),-130
Fri Jan 26 2024,Portland Trail Blazers,100,San Antonio Spurs,116,-5 (-110),o232 (-112),-205,+5 (-110),u232 (-108),+172
Sat Jan 27 2024,Washington Wizards,118,Detroit Pistons,104,-3.5 (-108),o241 (-108),-156,+3.5 (-112),u241 (-112),+132
Sat Jan 27 2024,Miami Heat,109,New York Knicks,125,-5 (-112),o220 (-110),-205,+5 (-108),u220 (-110),+172
Sat Jan 27 2024,Philadelphia 76ers,105,Denver Nuggets,111,-13 (-110),o223.5 (-110),-750,+13 (-110),u223.5 (-110),+530
Sat Jan 27 2024,Houston Rockets,104,Brooklyn Nets,106,-4 (-112),o221.5 (-110),-176,+4 (-108),u221.5 (-110),+148
Sat Jan 27 2024,Los Angeles Clippers,115,Boston Celtics,96,-7 (-108),o232 (-110),-260,+7 (-112),u232 (-110),+215
Sat Jan 27 2024,Utah Jazz,134,Charlotte Hornets,122,+10 (-112),o231.5 (-110),+385,-10 (-108),u231.5 (-110),-500
Sat Jan 27 2024,New Orleans Pelicans,117,Milwaukee Bucks,141,-3.5 (-110),o242.5 (-112),-158,+3.5 (-110),u242.5 (-108),+134
Sat Jan 27 2024,Los Angeles Lakers,145,Golden State Warriors,144,-1.5 (-112),o245.5 (-110),-124,+1.5 (-108),u245.5 (-110),+106
Sat Jan 27 2024,Minnesota Timberwolves,112,San Antonio Spurs,113,+10.5 (-108),o228 (-110),+420,-10.5 (-112),u228 (-110),-560
Sat Jan 27 2024,Sacramento Kings,120,Dallas Mavericks,115,+4 (-106),o246.5 (-112),+148,-4 (-114),u246.5 (-108),-176
Sun Jan 28 2024,Oklahoma City Thunder,104,Detroit Pistons,120,+12.5 (-110),o237.5 (-110),+590,-12.5 (-110),u237.5 (-110),-850
Sun Jan 28 2024,Memphis Grizzlies,110,Indiana Pacers,116,-7 (-110),o229 (-112),-270,+7 (-110),u229 (-108),+220
Sun Jan 28 2024,Toronto Raptors,125,Atlanta Hawks,126,-6.5 (-112),o240 (-110),-255,+6.5 (-108),u240 (-110),+210
Sun Jan 28 2024,Phoenix Suns,98,Orlando Magic,113,+2 (-110),o227.5 (-110),+106,-2 (-110),u227.5 (-110),-124
Sun Jan 28 2024,Chicago Bulls,104,Portland Trail Blazers,96,+5.5 (-108),o222 (-110),+180,-5.5 (-112),u222 (-110),-220
Mon Jan 29 2024,New York Knicks,113,Charlotte Hornets,92,+9 (-110),o218.5 (-110),+330,-9 (-110),u218.5 (-110),-420
Mon Jan 29 2024,Los Angeles Clippers,108,Cleveland Cavaliers,118,+1.5 (-108),o226.5 (-112),+104,-1.5 (-112),u226.5 (-108),-122
Mon Jan 29 2024,New Orleans Pelicans,112,Boston Celtics,118,-8 (-108),o232.5 (-110),-310,+8 (-112),u232.5 (-110),+250
Mon Jan 29 2024,Utah Jazz,114,Brooklyn Nets,147,+1 (-112),o236.5 (-108),-108,-1 (-108),u236.5 (-112),-108
Mon Jan 29 2024,Phoenix Suns,118,Miami Heat,105,-2.5 (-106),o230.5 (-108),-136,+2.5 (-114),u230.5 (-112),+116
Mon Jan 29 2024,Los Angeles Lakers,119,Houston Rockets,135,+1 (-110),o235 (-110),-102,-1 (-110),u235 (-110),-116
Mon Jan 29 2024,Sacramento Kings,103,Memphis Grizzlies,94,+11 (-108),o223.5 (-108),+440,-11 (-112),u223.5 (-112),-590
Mon Jan 29 2024,Minnesota Timberwolves,107,Oklahoma City Thunder,101,-2.5 (-112),o225.5 (-110),-148,+2.5 (-108),u225.5 (-110),+126
Mon Jan 29 2024,Washington Wizards,118,San Antonio Spurs,113,-3.5 (-110),o242 (-108),-158,+3.5 (-110),u242 (-112),+134
Mon Jan 29 2024,Orlando Magic,129,Dallas Mavericks,131,-3.5 (-112),o227.5 (-108),-172,+3.5 (-108),u227.5 (-112),+144
Mon Jan 29 2024,Milwaukee Bucks,107,Denver Nuggets,113,-4 (-110),o238 (-110),-172,+4 (-110),u238 (-110),+144
Mon Jan 29 2024,Philadelphia 76ers,104,Portland Trail Blazers,130,+5.5 (-112),o221 (-108),+176,-5.5 (-108),u221 (-112),-210
Tue Jan 30 2024,Los Angeles Lakers,122,Atlanta Hawks,138,-5.5 (-110),o248.5 (-110),-225,+5.5 (-110),u248.5 (-110),+188
Tue Jan 30 2024,Indiana Pacers,124,Boston Celtics,129,-8.5 (-108),o249 (-108),-330,+8.5 (-112),u249 (-112),+265
Tue Jan 30 2024,Utah Jazz,103,New York Knicks,118,-3 (-108),o230 (-110),-146,+3 (-112),u230 (-110),+124
Tue Jan 30 2024,Toronto Raptors,118,Chicago Bulls,107,-7 (-106),o226 (-112),-290,+7 (-114),u226 (-108),+235
Tue Jan 30 2024,Philadelphia 76ers,107,Golden State Warriors,119,-2.5 (-110),o233.5 (-110),-138,+2.5 (-110),u233.5 (-110),+118
Wed Jan 31 2024,Chicago Bulls,117,Charlotte Hornets,110,+6 (-110),o214 (-110),+184,-6 (-110),u214 (-110),-220
Wed Jan 31 2024,Detroit Pistons,121,Cleveland Cavaliers,128,-13.5 (-112),o231 (-110),-950,+13.5 (-108),u231 (-110),+640
Wed Jan 31 2024,Los Angeles Clippers,125,Washington Wizards,109,+10.5 (-110),o235.5 (-110),+410,-10.5 (-110),u235.5 (-110),-550
Wed Jan 31 2024,Sacramento Kings,106,Miami Heat,115,-2.5 (-110),o229 (-110),-138,+2.5 (-110),u229 (-110),+118
Wed Jan 31 2024,New Orleans Pelicans,110,Houston Rockets,99,-1 (-108),o230.5 (-110),-110,+1 (-112),u230.5 (-110),-106
Wed Jan 31 2024,Dallas Mavericks,87,Minnesota Timberwolves,121,-13 (-112),o221.5 (-110),-900,+13 (-108),u221.5 (-110),+610
Wed Jan 31 2024,Denver Nuggets,100,Oklahoma City Thunder,105,-6 (-110),o223 (-108),-220,+6 (-110),u223 (-112),+184
Wed Jan 31 2024,Orlando Magic,108,San Antonio Spurs,98,+6.5 (-110),o226 (-110),+205,-6.5 (-110),u226 (-110),-250
Wed Jan 31 2024,Phoenix Suns,136,Brooklyn Nets,120,+3.5 (-106),o234 (-110),+144,-3.5 (-114),u234 (-110),-172
Wed Jan 31 2024,Milwaukee Bucks,116,Portland Trail Blazers,119,+10.5 (-110),o238 (-108),+385,-10.5 (-110),u238 (-112),-500
Thu Feb 1 2024,Los Angeles Lakers,114,Boston Celtics,105,-15.5 (-108),o237.5 (-110),-1500,+15.5 (-112),u237.5 (-110),+870
Thu Feb 1 2024,Indiana Pacers,105,New York Knicks,109,-2 (-108),o235 (-110),-126,+2 (-112),u235 (-110),+108
Thu Feb 1 2024,Cleveland Cavaliers,108,Memphis Grizzlies,101,+8.5 (-108),o215 (-110),+290,-8.5 (-112),u215 (-110),-360
Thu Feb 1 2024,Philadelphia 76ers,127,Utah Jazz,124,-5 (-110),o243 (-110),-196,+5 (-110),u243 (-110),+164
